chrNum	start	end	strand	circID	genomic.length	samples	gene.symbol	study.group.number
chr1	180953812	180962561	-	hsa_circ_23135	8749	H9 hESCs,normal brain tissue,glioblastoma,oligodendroma,Hs68	STX6	3
chr1	180953812	180974599	-	hsa_circ_27267	20787	H9 hESCs,normal brain tissue,glioblastoma,oligodendroma,Hs68,leukemia	STX6	4
chr1	180971741	180974599	-	hsa_circ_20192	2858	H9 hESCs,normal brain tissue,glioblastoma	STX6	2
chr1	183083665	183084772	+	hsa_circ_11365	1107	H9 hESCs,Hs68	LAMC1	2
chr1	184675776	184681011	-	hsa_circ_09720	5235	H9 hESCs,normal brain tissue,Hs68	EDEM3	3
chr1	184701970	184706845	-	hsa_circ_27647	4875	Hs68,leukemia	EDEM3	2
chr1	185056683	185062408	+	hsa_circ_14806	5725	H9 hESCs,Hs68	RNF2	2
chr1	185183638	185200840	+	hsa_circ_12284	17202	H9 hESCs,normal brain tissue,glioblastoma,oligodendroma,Hs68	SWT1	3
chr1	186359842	186360923	+	hsa_circ_15036	1081	H9 hESCs,normal brain tissue,glioblastoma,oligodendroma,Hs68	C1orf27	3
chr1	193107214	193111196	+	hsa_circ_25868	3982	H9 hESCs,normal brain tissue,glioblastoma,oligodendroma	CDC73	2
chr1	193172924	193181607	+	hsa_circ_24002	8683	H9 hESCs,Hs68	CDC73	2
chr1	193181194	193205486	+	hsa_circ_25925	24292	normal brain tissue,cd_34	CDC73	2
chr1	197141289	197161029	-	hsa_circ_13626	19740	H9 hESCs,normal brain tissue,glioblastoma	ZBTB41	2
chr1	197564337	197684204	-	hsa_circ_0008785	119867	Hs68_RNase, Hs68_control, Nhek, Ag04450, A549	DENND1B	2
chr1	197611840	197627499	-	hsa_circ_0006324	15659	Hs68_RNase, Hs68_control, Nhek, K562, Hepg2, Helas3, Gm12878, Bj, Ag04450, A549	DENND1B	2
chr1	197611840	197684204	-	hsa_circ_30548	72364	H9 hESCs,normal brain tissue,glioblastoma,Hs68	DENND1B	3
chr1	197621364	197627499	-	hsa_circ_14480	6135	H9 hESCs,normal brain tissue	DENND1B	2
chr1	198190128	198233365	+	hsa_circ_0000169	43237	cd_19, neutr, Hs68_RNase, Hs68_control	NEK7	2
chr1	198201682	198233365	+	hsa_circ_0002528	31683	Hs68_RNase, Hs68_control, K562, Bj, Ag04450	NEK7	2
chr1	198201682	198248191	+	hsa_circ_06653	46509	H9 hESCs,glioblastoma	NEK7	2
chr1	198222169	198233365	+	hsa_circ_03379	11196	glioblastoma,oligodendroma,Hs68	NEK7	2
chr1	198247090	198266370	+	hsa_circ_0006267	19280	Hs68_RNase, Hs68_control, K562, Hepg2, Helas3, Gm12878, Bj, Ag04450, A549	NEK7	2
chr1	200729966	200730226	+	hsa_circ_15469	260	H9 hESCs,normal brain tissue	CAMSAP2	2
chr1	200729966	200784772	+	hsa_circ_00337	54806	H9 hESCs,normal brain tissue,glioblastoma,oligodendroma,leukemia	CAMSAP2	3
chr1	200776503	200801973	+	hsa_circ_0006265	25470	Hs68_RNase, Hs68_control, K562, Hepg2, Ag04450, A549, Sknshra	CAMSAP2	2
chr1	201681944	201687883	+	hsa_circ_24137	5939	H9 hESCs,Hs68,leukemia	NAV1	3
chr1	201779073	201786413	+	hsa_circ_08503	7340	H9 hESCs,normal brain tissue	NAV1	2
chr1	201786215	201786413	+	hsa_circ_0008264	198	Hs68_RNase, Hs68_control, Nhek, K562, Bj, Ag04450, Sknshra	NAV1	2
chr1	201816406	201817722	+	hsa_circ_17897	1316	normal brain tissue,glioblastoma,oligodendroma,Hs68	IPO9	2
chr1	201823722	201826322	+	hsa_circ_31878	2600	normal brain tissue,glioblastoma,Hs68	IPO9	2
chr1	201823722	201828122	+	hsa_circ_12120	4400	normal brain tissue,oligodendroma,leukemia	IPO9	2
chr1	201966446	201969143	+	hsa_circ_24274	2697	H9 hESCs,normal brain tissue,oligodendroma,leukemia	RNPEP	3
chr1	201970503	201972589	+	hsa_circ_19654	2086	glioblastoma,oligodendroma,Hs68,leukemia	RNPEP	3
chr1	202724398	202727638	-	hsa_circ_25661	3240	H9 hESCs,normal brain tissue,oligodendroma	KDM5B	2
chr1	202724398	202733273	-	hsa_circ_10369	8875	H9 hESCs,normal brain tissue,oligodendroma,Hs68	KDM5B	3
chr1	202742245	202746222	-	hsa_circ_20955	3977	H9 hESCs,glioblastoma,oligodendroma,Hs68	KDM5B	3
chr1	203651869	203652526	+	hsa_circ_0004290	657	Hs68_RNase, Hs68_control, Huvec, Bj	ATP2B4	2
chr1	203672779	203691817	+	hsa_circ_22628	19038	normal brain tissue,oligodendroma,Hs68	ATP2B4	2
chr1	203676136	203677232	+	hsa_circ_0007167	1096	Hs68_RNase, Hs68_control, Nhek, K562, Huvec, Hepg2, Helas3, H1hesc, Bj, Ag04450, Sknshra	ATP2B4	2
chr1	203680004	203683405	+	hsa_circ_0002827	3401	Hs68_RNase, Hs68_control, K562, Bj, Ag04450	ATP2B4	2
chr1	203680004	203691817	+	hsa_circ_03501	11813	H9 hESCs,normal brain tissue,glioblastoma,oligodendroma	ATP2B4	2
chr1	203786053	203787817	+	hsa_circ_06752	1764	H9 hESCs,Hs68,leukemia	ZC3H11A	3
chr1	204082042	204083733	+	hsa_circ_15401	1691	H9 hESCs,glioblastoma,oligodendroma,Hs68	SOX13	3
chr1	204082042	204086835	+	hsa_circ_08540	4793	H9 hESCs,glioblastoma,Hs68	SOX13	3
chr1	204082042	204092932	+	hsa_circ_0009157	10890	Hs68_RNase, Hs68_control, Helas3, H1hesc, A549	SOX13	2
chr1	204083448	204086318	+	hsa_circ_27224	2870	H9 hESCs,oligodendroma	SOX13	2
chr1	204085634	204086835	+	hsa_circ_06381	1201	H9 hESCs,glioblastoma	SOX13	2
chr1	204437997	204439014	-	hsa_circ_0000174	1017	cd_19, Hs68_RNase, Hs68_control, Nhek, Helas3, H1hesc, Gm12878, Bj	PIK3C2B	3
chr1	205072984	205074296	-	hsa_circ_0003527	1312	Hs68_RNase, Hs68_control, K562, Hepg2, Gm12878, Ag04450, A549	RBBP5	2
chr1	205238077	205239012	+	hsa_circ_27337	935	H9 hESCs,normal brain tissue,Hs68	TMCC2	3
chr1	205693053	205698749	-	hsa_circ_29425	5696	normal brain tissue,Hs68	NUCKS1	2
chr1	206566045	206567030	+	hsa_circ_0008182	985	Hs68_RNase, Hs68_control, K562, Huvec, Hepg2, Helas3, H1hesc, Bj, A549, Sknshra	SRGAP2	2
chr1	206574779	206579933	+	hsa_circ_24614	5154	normal brain tissue,Hs68	SRGAP2	2
chr1	207930358	207940540	+	hsa_circ_23376	10182	H9 hESCs,glioblastoma,oligodendroma	CD46	2
chr1	208383624	208391347	-	hsa_circ_11357	7723	normal brain tissue,oligodendroma,Hs68	PLXNA2	2
chr1	211092981	211093411	-	hsa_circ_0006123	430	Hs68_RNase, Hs68_control, Hsmm, Bj, Ag04450, A549, Sknshra	KCNH1	2
chr1	211526580	211527809	+	hsa_circ_16819	1229	H9 hESCs,normal brain tissue,oligodendroma,Hs68	TRAF5	3
chr1	211952259	211966532	-	hsa_circ_28462	14273	normal brain tissue,glioblastoma,oligodendroma,Hs68,leukemia,leukocyte	LPGAT1	3
chr1	211956570	211966532	-	hsa_circ_0008745	9962	Hs68_RNase, Hs68_control, K562	LPGAT1	2
chr1	212179980	212194554	-	hsa_circ_18107	14574	H9 hESCs,oligodendroma	INTS7	2
chr1	212218001	212220759	+	hsa_circ_05803	2758	H9 hESCs,glioblastoma,HEK293,neutr,Hs68,leukocyte	DTL	5
chr1	212502476	212506940	+	hsa_circ_11341	4464	H9 hESCs,normal brain tissue,oligodendroma,Hs68	PPP2R5A	3
chr1	213037066	213046160	+	hsa_circ_31801	9094	H9 hESCs,leukemia	FLVCR1	2
chr1	213037066	213058738	+	hsa_circ_05558	21672	H9 hESCs,cd_34	FLVCR1	2
chr1	213037066	213062599	+	hsa_circ_04654	25533	H9 hESCs,cd_34,neutr,leukocyte	FLVCR1	3
chr1	213046019	213056780	+	hsa_circ_31495	10761	H9 hESCs,normal brain tissue	FLVCR1	2
chr1	213046019	213062599	+	hsa_circ_11279	16580	normal brain tissue,leukemia,leukocyte	FLVCR1	2
chr1	213244347	213251158	+	hsa_circ_27509	6811	H9 hESCs,normal brain tissue	RPS6KC1	2
chr1	213246211	213277911	+	hsa_circ_0007433	31700	Hs68_RNase, Hs68_control, Hsmm, Helas3, Bj	RPS6KC1	2
chr1	213251037	213290752	+	hsa_circ_16353	39715	H9 hESCs,normal brain tissue,oligodendroma,Hs68	RPS6KC1	3
chr1	213251037	213303232	+	hsa_circ_12420	52195	normal brain tissue,glioblastoma,oligodendroma,Hs68	RPS6KC1	2
chr1	213251037	213349835	+	hsa_circ_00597	98798	H9 hESCs,normal brain tissue,glioblastoma	RPS6KC1	2
chr1	213277795	213290752	+	hsa_circ_0005817	12957	Hs68_RNase, Hs68_control, Sknshra	RPS6KC1	2
chr1	213290658	213303232	+	hsa_circ_0005522	12574	Hs68_RNase, Hs68_control, K562, Bj, Ag04450	RPS6KC1	2
chr1	213302869	213349835	+	hsa_circ_17549	46966	H9 hESCs,normal brain tissue,glioblastoma,oligodendroma,Hs68	RPS6KC1	3
chr1	213341200	213349835	+	hsa_circ_29359	8635	H9 hESCs,normal brain tissue,glioblastoma,oligodendroma,Hs68	RPS6KC1	3
chr1	214537854	214551445	-	hsa_circ_0008573	13591	Hs68_RNase, Hs68_control, Nhek, Huvec	PTPN14	2
chr1	214564330	214571344	-	hsa_circ_0008659	7014	Hs68_RNase, Hs68_control, Nhek, Hepg2, Gm12878, Ag04450, Sknshra	PTPN14	2
chr1	214625147	214638300	-	hsa_circ_0007015	13153	Hs68_RNase, Hs68_control, Nhek, Gm12878	PTPN14	2
chr1	214637972	214638300	-	hsa_circ_0007615	328	Hs68_RNase, Hs68_control, Nhek, Hsmm, Hepg2, Bj, Ag04450, Sknshra, Mcf7	PTPN14	2
chr1	215342541	215345526	+	hsa_circ_14319	2985	H9 hESCs,normal brain tissue,glioblastoma,oligodendroma,Hs68	KCNK2	3
chr1	215342541	215368435	+	hsa_circ_16905	25894	normal brain tissue,glioblastoma,oligodendroma,Hs68	KCNK2	2
chr1	215747128	215753342	+	hsa_circ_0003309	6214	Hs68_RNase, Hs68_control, A549	KCTD3	2
chr1	215749243	215752480	+	hsa_circ_15107	3237	H9 hESCs,normal brain tissue,glioblastoma,oligodendroma,cd_34,Hs68,leukocyte	KCTD3	5
chr1	215753251	215777644	+	hsa_circ_03068	24393	H9 hESCs,normal brain tissue	KCTD3	2
chr1	215759837	215768813	+	hsa_circ_21678	8976	normal brain tissue,glioblastoma,oligodendroma,Hs68,leukemia	KCTD3	3
chr1	215768697	215785263	+	hsa_circ_26981	16566	normal brain tissue,Hs68	KCTD3	2
chr1	217665021	217671737	-	hsa_circ_22230	6716	H9 hESCs,normal brain tissue	GPATCH2	2
chr1	217783662	217787544	-	hsa_circ_07592	3882	H9 hESCs,glioblastoma,Hs68	GPATCH2	3
chr1	220179447	220180680	-	hsa_circ_08780	1233	H9 hESCs,normal brain tissue,glioblastoma,oligodendroma,Hs68	EPRS	3
chr1	220275470	220276119	+	hsa_circ_13255	649	H9 hESCs,leukemia	IARS2	2
chr1	220386228	220387321	-	hsa_circ_0002924	1093	Hs68_RNase, Hs68_control, Nhek, K562, H1hesc	RAB3GAP2	2
chr1	222897433	222898897	+	hsa_circ_13157	1464	H9 hESCs,normal brain tissue,oligodendroma,Hs68	BROX	3
chr1	223934698	223936824	+	hsa_circ_0003498	2126	Hs68_RNase, Hs68_control, Nhek, K562, Ag04450, A549	CAPN2	2
chr1	223946971	223959941	+	hsa_circ_0004879	12970	Hs68_RNase, Hs68_control, Nhek, K562, Helas3, Ag04450, A549, Sknshra	CAPN2	2
chr1	223991875	223994649	-	hsa_circ_0003914	2774	Hs68_RNase, Hs68_control, K562	TP53BP2	2
chr1	224424207	224455835	-	hsa_circ_22669	31628	H9 hESCs,normal brain tissue	NVL	2
chr1	224437913	224455835	-	hsa_circ_25122	17922	H9 hESCs,cd_19	NVL	2
chr1	224553580	224559125	+	hsa_circ_21785	5545	H9 hESCs,normal brain tissue,oligodendroma,cd_34	CNIH4	3
chr1	224588651	224599267	-	hsa_circ_23324	10616	H9 hESCs,normal brain tissue	WDR26	2
chr1	224592131	224612356	-	hsa_circ_0006962	20225	Hs68_RNase, Hs68_control, Gm12878	WDR26	2
chr1	224599128	224607317	-	hsa_circ_0002577	8189	Hs68_RNase, Hs68_control, Nhek, K562, Sknshra	WDR26	2
chr1	224868659	224922408	+	hsa_circ_27238	53749	H9 hESCs,Hs68	CNIH3	2
chr1	224918163	224922408	+	hsa_circ_14458	4245	H9 hESCs,glioblastoma,Hs68	CNIH3	3
chr1	225742607	225755116	-	hsa_circ_23774	12509	H9 hESCs,normal brain tissue,glioblastoma,oligodendroma	ENAH	2
chr1	226016425	226019660	+	hsa_circ_0003740	3235	Hs68_RNase, Hs68_control, H1hesc	EPHX1	2
chr1	226483542	226488906	-	hsa_circ_18676	5364	H9 hESCs,glioblastoma	LIN9	2
chr1	227210963	227213853	-	hsa_circ_18476	2890	H9 hESCs,Hs68	CDC42BPA	2
chr1	227213755	227223308	-	hsa_circ_0009044	9553	Hs68_RNase, Hs68_control, Nhek, K562, H1hesc, Bj, Ag04450	CDC42BPA	2
chr1	227216357	227223308	-	hsa_circ_25936	6951	normal brain tissue,oligodendroma,Hs68	CDC42BPA	2
chr1	227327276	227335260	-	hsa_circ_0003659	7984	Hs68_RNase, Hs68_control, K562, Hepg2, Ag04450	CDC42BPA	2
chr1	227381486	227400920	-	hsa_circ_20129	19434	H9 hESCs,normal brain tissue,oligodendroma,Hs68	CDC42BPA	3
chr1	228496799	228497260	+	hsa_circ_14338	461	H9 hESCs,normal brain tissue	OBSCN	2
chr1	229586271	229601266	-	hsa_circ_02847	14995	H9 hESCs,normal brain tissue,oligodendroma,Hs68	NUP133	3
chr1	229661682	229667478	-	hsa_circ_16348	5796	H9 hESCs,Hs68	ABCB10	2
chr1	229675202	229685181	-	hsa_circ_09893	9979	H9 hESCs,oligodendroma	ABCB10	2
chr1	230313963	230339036	+	hsa_circ_15649	25073	H9 hESCs,cd_34,Hs68,leukemia	GALNT2	4
chr1	230795209	230800333	+	hsa_circ_06972	5124	H9 hESCs,normal brain tissue,oligodendroma	COG2	2
chr1	230798886	230807386	+	hsa_circ_12315	8500	H9 hESCs,normal brain tissue,glioblastoma,oligodendroma	COG2	2
chr1	231079551	231097049	-	hsa_circ_19784	17498	H9 hESCs,normal brain tissue,glioblastoma,Hs68	TTC13	3
chr1	231081134	231097049	-	hsa_circ_01381	15915	H9 hESCs,normal brain tissue,cd_34	TTC13	3
chr1	231090078	231097049	-	hsa_circ_27576	6971	H9 hESCs,normal brain tissue,glioblastoma,oligodendroma,HEK293,Hs68	TTC13	4
chr1	231506307	231509845	-	hsa_circ_08200	3538	H9 hESCs,normal brain tissue,glioblastoma,oligodendroma,HEK293,Hs68	EGLN1	4
chr1	231672958	231678357	+	hsa_circ_26123	5399	H9 hESCs,normal brain tissue,oligodendroma,Hs68	TSNAX	3
chr1	231902885	231906816	+	hsa_circ_02057	3931	H9 hESCs,glioblastoma	TSNAX-DISC1	2
chr1	231930987	231954263	+	hsa_circ_17060	23276	H9 hESCs,Hs68	DISC1	2
chr1	232551239	232568217	-	hsa_circ_02500	16978	H9 hESCs,glioblastoma	SIPA1L2	2
chr1	232596632	232607274	-	hsa_circ_04355	10642	H9 hESCs,normal brain tissue,glioblastoma,oligodendroma	SIPA1L2	2
chr1	233160891	233193036	-	hsa_circ_29446	32145	H9 hESCs,normal brain tissue	PCNXL2	2
chr1	233190013	233193036	-	hsa_circ_27758	3023	H9 hESCs,normal brain tissue,Hs68	PCNXL2	3
chr1	233225806	233231609	-	hsa_circ_10712	5803	H9 hESCs,normal brain tissue,oligodendroma,Hs68	PCNXL2	3
chr1	233225806	233297109	-	hsa_circ_0006803	71303	Hs68_RNase, Hs68_control, H1hesc, Gm12878, A549	PCNXL2	2
chr1	233270758	233297109	-	hsa_circ_17012	26351	H9 hESCs,normal brain tissue,glioblastoma,leukemia	PCNXL2	3
chr1	233270758	233314921	-	hsa_circ_19664	44163	H9 hESCs,normal brain tissue,glioblastoma,oligodendroma	PCNXL2	2
chr1	233270758	233344435	-	hsa_circ_17562	73677	H9 hESCs,normal brain tissue,oligodendroma	PCNXL2	2
chr1	233296028	233344435	-	hsa_circ_32128	48407	H9 hESCs,normal brain tissue,glioblastoma,oligodendroma,Hs68	PCNXL2	3
chr1	233313547	233344435	-	hsa_circ_17900	30888	H9 hESCs,normal brain tissue,glioblastoma,Hs68	PCNXL2	3
chr1	233313547	233372726	-	hsa_circ_32016	59179	H9 hESCs,normal brain tissue	PCNXL2	2
chr1	233334684	233344435	-	hsa_circ_28614	9751	H9 hESCs,normal brain tissue,glioblastoma,Hs68	PCNXL2	3
chr1	233334684	233363117	-	hsa_circ_13111	28433	glioblastoma,Hs68	PCNXL2	2
chr1	233334684	233372726	-	hsa_circ_19849	38042	H9 hESCs,normal brain tissue,glioblastoma,oligodendroma,HEK293,Hs68	PCNXL2	4
chr1	233334684	233388534	-	hsa_circ_0006881	53850	Hs68_RNase, Hs68_control, Huvec, A549	PCNXL2	2
chr1	233344263	233372726	-	hsa_circ_32296	28463	H9 hESCs,normal brain tissue,Hs68	PCNXL2	3
chr1	233353644	233363117	-	hsa_circ_11952	9473	H9 hESCs,normal brain tissue,glioblastoma,oligodendroma,Hs68	PCNXL2	3
chr1	233353644	233372726	-	hsa_circ_28286	19082	H9 hESCs,normal brain tissue,glioblastoma,oligodendroma	PCNXL2	2
chr1	233362971	233372726	-	hsa_circ_24768	9755	H9 hESCs,glioblastoma	PCNXL2	2
chr1	233482187	233490757	+	hsa_circ_17227	8570	H9 hESCs,normal brain tissue	KIAA1804	2
chr1	233482187	233498039	+	hsa_circ_26050	15852	H9 hESCs,normal brain tissue	KIAA1804	2
chr1	234593412	234608557	-	hsa_circ_31694	15145	H9 hESCs,normal brain tissue,oligodendroma	TARBP1	2
chr1	235409734	235424067	-	hsa_circ_26299	14333	H9 hESCs,normal brain tissue	ARID4B	2
chr1	235416044	235424067	-	hsa_circ_0008531	8023	Hs68_RNase, Hs68_control, Bj	ARID4B	2
chr1	235582787	235590554	+	hsa_circ_0006474	7767	Hs68_RNase, Hs68_control, K562, Bj, Ag04450, A549	TBCE	2
chr1	235582787	235594119	+	hsa_circ_18877	11332	normal brain tissue,Hs68	TBCE	2
chr1	235582787	235597595	+	hsa_circ_07162	14808	H9 hESCs,normal brain tissue,oligodendroma,Hs68	TBCE	3
chr1	235597518	235600789	+	hsa_circ_0008908	3271	Hs68_RNase, Hs68_control, K562, H1hesc, Gm12878, Ag04450, A549, Sknshra	TBCE	2
chr1	235600636	235606226	+	hsa_circ_03519	5590	H9 hESCs,normal brain tissue,glioblastoma	TBCE	2
chr1	235634163	235647831	-	hsa_circ_01194	13668	H9 hESCs,normal brain tissue	B3GALNT2	2
chr1	235643369	235658138	-	hsa_circ_0002343	14769	Hs68_RNase, Hs68_control, Nhek, K562, Hepg2, Helas3, H1hesc, Gm12878, Bj, Ag04450, A549, Sknshra	B3GALNT2	2
chr1	235993525	235996967	-	hsa_circ_05417	3442	normal brain tissue,glioblastoma,Hs68	LYST	2
chr1	236341713	236343328	+	hsa_circ_11740	1615	H9 hESCs,oligodendroma	GPR137B	2
chr1	236966727	236969533	+	hsa_circ_20466	2806	H9 hESCs,Hs68	MTR	2
chr1	236966727	236979843	+	hsa_circ_32127	13116	H9 hESCs,normal brain tissue	MTR	2
chr1	236969443	236979843	+	hsa_circ_27373	10400	H9 hESCs,normal brain tissue,glioblastoma,oligodendroma,Hs68	MTR	3
chr1	236987418	236990196	+	hsa_circ_28622	2778	H9 hESCs,normal brain tissue,oligodendroma,Hs68	MTR	3
chr1	237023132	237026854	+	hsa_circ_15477	3722	normal brain tissue,glioblastoma,Hs68,leukemia	MTR	3
chr1	237433796	237494282	+	hsa_circ_18305	60486	H9 hESCs,normal brain tissue,glioblastoma	RYR2	2
chr1	237532833	237551483	+	hsa_circ_19061	18650	H9 hESCs,normal brain tissue	RYR2	2
chr1	237538016	237580423	+	hsa_circ_04496	42407	H9 hESCs,normal brain tissue	RYR2	2
chr1	237550580	237586548	+	hsa_circ_24543	35968	H9 hESCs,normal brain tissue	RYR2	2
chr1	237550580	237632487	+	hsa_circ_10910	81907	H9 hESCs,normal brain tissue,oligodendroma	RYR2	2
chr1	237666588	237675091	+	hsa_circ_13737	8503	H9 hESCs,normal brain tissue,oligodendroma	RYR2	2
chr1	237729866	237732619	+	hsa_circ_27462	2753	H9 hESCs,normal brain tissue,glioblastoma,oligodendroma	RYR2	2
chr1	240286478	240351562	+	hsa_circ_0004529	65084	Hs68_RNase, Hs68_control, Bj, Ag04450	FMN2	2
chr1	240341220	240351562	+	hsa_circ_0002413	10342	Hs68_RNase, Hs68_control, Bj, Ag04450, A549, Sknshra	FMN2	2
chr1	240421244	240519208	+	hsa_circ_0004061	97964	Hs68_RNase, Hs68_control, Bj, Ag04450	FMN2	2
chr1	240421244	240555862	+	hsa_circ_27051	134618	normal brain tissue,oligodendroma,Hs68	FMN2	2
chr1	240458121	240497529	+	hsa_circ_13053	39408	normal brain tissue,Hs68	FMN2	2
chr1	240458121	240555862	+	hsa_circ_03251	97741	normal brain tissue,Hs68	FMN2	2
chr1	241031886	241033419	-	hsa_circ_28253	1533	normal brain tissue,oligodendroma,Hs68	RGS7	2
chr1	241031886	241100006	-	hsa_circ_03094	68120	normal brain tissue,glioblastoma,oligodendroma,Hs68	RGS7	2
chr1	241094016	241100006	-	hsa_circ_0007091	5990	Hs68_RNase, Hs68_control, H1hesc, Ag04450	RGS7	2
chr1	243362361	243388623	-	hsa_circ_0009111	26262	Hs68_RNase, Hs68_control, K562	CEP170	2
chr1	243385025	243388623	-	hsa_circ_0005749	3598	Hs68_RNase, Hs68_control, K562, Helas3, Gm12878, Ag04450, A549, Sknshra	CEP170	2
chr1	243433406	243507633	+	hsa_circ_16313	74227	normal brain tissue,leukemia	SDCCAG8	2
chr1	243456392	243471479	+	hsa_circ_23912	15087	H9 hESCs,glioblastoma,oligodendroma,Hs68	SDCCAG8	3
chr1	243456392	243507633	+	hsa_circ_22652	51241	glioblastoma,leukemia	SDCCAG8	2
chr1	243456392	243589860	+	hsa_circ_26803	133468	oligodendroma,leukemia	SDCCAG8	2
chr1	243468014	243507633	+	hsa_circ_0001992	39619	Hs68_RNase, Hs68_control, K562	SDCCAG8	2
chr1	243468014	243542165	+	hsa_circ_16181	74151	normal brain tissue,leukemia	SDCCAG8	2
chr1	243579003	243589860	+	hsa_circ_18254	10857	normal brain tissue,glioblastoma,oligodendroma,leukocyte	SDCCAG8	2
chr1	243675625	243736350	-	hsa_circ_0002240	60725	Hs68_RNase, Hs68_control, A549, Sknshra	AKT3	2
chr1	243708811	243736350	-	hsa_circ_0000199	27539	HEK293, cd_19, Hs68_RNase, Hs68_control, Huvec, H1hesc, Bj, Ag04450, A549, Sknshra	AKT3	3
chr1	243708811	243859018	-	hsa_circ_22676	150207	H9 hESCs,normal brain tissue,oligodendroma	AKT3	2
chr1	243708811	244006584	-	hsa_circ_07254	297773	H9 hESCs,normal brain tissue,glioblastoma,oligodendroma	AKT3	2
chr1	243776972	243801044	-	hsa_circ_0006696	24072	Hs68_RNase, Hs68_control, A549, Sknshra	AKT3	2
chr1	243776972	244006584	-	hsa_circ_14377	229612	H9 hESCs,normal brain tissue,glioblastoma,oligodendroma	AKT3	2
chr1	243858892	244006584	-	hsa_circ_21765	147692	H9 hESCs,normal brain tissue,glioblastoma,Hs68	AKT3	3
chr1	244715623	244724447	+	hsa_circ_0006080	8824	Hs68_RNase, Hs68_control, Hepg2, Helas3, H1hesc, Bj, A549, Mcf7	C1orf101	2
chr1	245165422	245180628	+	hsa_circ_0008294	15206	Hs68_RNase, Hs68_control, K562	EFCAB2	2
chr1	245165422	245222760	+	hsa_circ_0002426	57338	Hs68_RNase, Hs68_control, K562, Bj, Ag04450	EFCAB2	2
chr1	245530135	245530669	+	hsa_circ_0009150	534	Hs68_RNase, Hs68_control, Nhek, Bj, Ag04450, Sknshra	KIF26B	2
chr1	245765878	245775278	+	hsa_circ_31958	9400	glioblastoma,oligodendroma,leukemia	KIF26B	2
chr1	246021797	246027188	-	hsa_circ_14091	5391	H9 hESCs,normal brain tissue,glioblastoma,oligodendroma	SMYD3	2
chr1	246021797	246093239	-	hsa_circ_08957	71442	H9 hESCs,normal brain tissue,glioblastoma,oligodendroma	SMYD3	2
chr1	246078831	246093239	-	hsa_circ_07001	14408	H9 hESCs,normal brain tissue,glioblastoma,oligodendroma,Hs68	SMYD3	3
chr1	246490502	246498776	-	hsa_circ_22864	8274	H9 hESCs,normal brain tissue	SMYD3	2
chr1	246490502	246518396	-	hsa_circ_0005034	27894	Hs68_RNase, Hs68_control, H1hesc	SMYD3	2
chr1	246890193	246903603	+	hsa_circ_32422	13410	H9 hESCs,glioblastoma	SCCPDH	2
chr1	247039338	247040604	-	hsa_circ_0006097	1266	Hs68_RNase, Hs68_control, Nhek, K562, Huvec, Helas3, H1hesc, Gm12878, Ag04450, A549	AHCTF1	2
chr1	247048794	247051819	-	hsa_circ_0002288	3025	Hs68_RNase, Hs68_control, Hepg2, A549	AHCTF1	2
chr1	247076533	247081679	-	hsa_circ_14679	5146	H9 hESCs,glioblastoma	AHCTF1	2
chr1	247322307	247323115	-	hsa_circ_19742	808	H9 hESCs,oligodendroma	ZNF124	2
chr1	247471776	247473758	-	hsa_circ_04535	1982	H9 hESCs,glioblastoma	ZNF496	2
chr10	225933	267296	+	hsa_circ_27970	41363	H9 hESCs,normal brain tissue,glioblastoma,oligodendroma,Hs68	ZMYND11	3
chr10	225933	295028	+	hsa_circ_14420	69095	H9 hESCs,normal brain tissue,oligodendroma	ZMYND11	2
chr10	355970	387269	-	hsa_circ_18135	31299	H9 hESCs,normal brain tissue	DIP2C	2
chr10	412214	430086	-	hsa_circ_01878	17872	normal brain tissue,oligodendroma,Hs68	DIP2C	2
chr10	454865	461828	-	hsa_circ_14671	6963	H9 hESCs,normal brain tissue	DIP2C	2
chr10	518378	532470	-	hsa_circ_04753	14092	H9 hESCs,normal brain tissue,glioblastoma,Hs68	DIP2C	3
chr10	882342	890995	-	hsa_circ_01511	8653	normal brain tissue,glioblastoma,Hs68	LARP4B	2
chr10	909682	910210	-	hsa_circ_06295	528	H9 hESCs,normal brain tissue	LARP4B	2
chr10	909682	931700	-	hsa_circ_21086	22018	H9 hESCs,glioblastoma,Hs68	LARP4B	3
chr10	930386	931700	-	hsa_circ_30121	1314	H9 hESCs,Hs68	LARP4B	2
chr10	1046616	1053068	+	hsa_circ_29944	6452	H9 hESCs,normal brain tissue,leukemia	GTPBP4	3
chr10	1118055	1126416	+	hsa_circ_26045	8361	H9 hESCs,glioblastoma	WDR37	2
chr10	1118055	1142186	+	hsa_circ_01098	24131	normal brain tissue,glioblastoma,oligodendroma,cd_34,neutr,leukocyte	WDR37	3
chr10	1125950	1126416	+	hsa_circ_17966	466	H9 hESCs,normal brain tissue,oligodendroma,Hs68	WDR37	3
chr10	1130342	1142186	+	hsa_circ_15268	11844	H9 hESCs,glioblastoma,cd_19,Hs68,leukocyte	WDR37	5
chr10	1130342	1151207	+	hsa_circ_02164	20865	H9 hESCs,glioblastoma,Hs68,leukemia	WDR37	4
chr10	3160973	3162236	+	hsa_circ_05076	1263	H9 hESCs,oligodendroma,Hs68,leukemia	PFKP	4
chr10	3200231	3202522	-	hsa_circ_20526	2291	H9 hESCs,normal brain tissue,oligodendroma,Hs68	PITRM1	3
