chrNum	start	end	strand	corresponding_positive_circID
chr11	68552282	68552478	-	hsa_circ_00005
chr11	68571467	68575106	-	hsa_circ_32875
chr11	68571467	68580044	-	hsa_circ_0005282
chr11	68574934	68580044	-	hsa_circ_0004411
chr11	70505932	70507783	-	hsa_circ_32340
chr11	70505932	70544868	-	hsa_circ_06417
chr11	72420914	72422544	-	hsa_circ_11052
chr11	72418219	72425366	-	hsa_circ_0007506
chr11	72420914	72425366	-	hsa_circ_0007722
chr11	72468811	72470426	-	hsa_circ_0002383
chr11	72598514	72600990	-	hsa_circ_0007195
chr11	72695132	72700142	-	hsa_circ_0005918
chr11	73418464	73429763	-	hsa_circ_23038
chr11	73418464	73429935	-	hsa_circ_20203
chr11	73418464	73431944	-	hsa_circ_18662
chr11	73789159	73789762	-	hsa_circ_0001981
chr11	77051690	77060332	-	hsa_circ_06411
chr11	77085372	77091039	-	hsa_circ_25286
chr11	77090285	77091039	-	hsa_circ_0008992
chr11	77330650	77336863	-	hsa_circ_20108
chr11	77333544	77336863	-	hsa_circ_12364
chr11	77336007	77336863	-	hsa_circ_10287
chr11	77330650	77340944	-	hsa_circ_27173
chr11	77333544	77340944	-	hsa_circ_06550
chr11	77336007	77340944	-	hsa_circ_24017
chr11	77394754	77402283	-	hsa_circ_0007649
chr11	77394754	77404656	-	hsa_circ_16062
chr11	77396149	77404656	-	hsa_circ_0002290
chr11	77402203	77404656	-	hsa_circ_26581
chr11	77409531	77413540	-	hsa_circ_28310
chr11	77649696	77652297	-	hsa_circ_0002476
chr11	77649696	77672184	-	hsa_circ_0004304
chr11	77666987	77672184	-	hsa_circ_07634
chr11	77823695	77832220	-	hsa_circ_0003615
chr11	77824931	77832220	-	hsa_circ_0007767
chr11	77830227	77832220	-	hsa_circ_0008019
chr11	78176921	78204241	-	hsa_circ_03687
chr11	85468667	85469157	-	hsa_circ_16877
chr11	85692171	85693046	-	hsa_circ_18455
chr11	85692171	85695016	-	hsa_circ_0003695
chr11	85692787	85695016	-	hsa_circ_0008773
chr11	85685750	85695016	-	hsa_circ_04345
chr11	85692171	85707972	-	hsa_circ_0002884
chr11	85692787	85707972	-	hsa_circ_0002264
chr11	85707868	85712201	-	hsa_circ_0002513
chr11	85685750	85714494	-	hsa_circ_0002998
chr11	85707868	85714494	-	hsa_circ_14065
chr11	85707868	85718626	-	hsa_circ_09133
chr11	85707868	85742653	-	hsa_circ_02064
chr11	85722072	85742653	-	hsa_circ_10091
chr11	85733409	85742653	-	hsa_circ_12975
chr11	85737333	85742653	-	hsa_circ_0002433
chr11	86267594	86270865	-	hsa_circ_26454
chr11	94219089	94224131	-	hsa_circ_06403
chr11	95825055	95826681	-	hsa_circ_29163
chr11	106849344	106856857	-	hsa_circ_04120
chr11	107260799	107289013	-	hsa_circ_04048
chr11	108046972	108047817	-	hsa_circ_27111
chr11	108057208	108061227	-	hsa_circ_28069
chr11	110134684	110135599	-	hsa_circ_25016
chr11	111622882	111624301	-	hsa_circ_20577
chr11	111715323	111728460	-	hsa_circ_0006244
chr11	113704141	113712490	-	hsa_circ_25594
chr11	113711319	113723355	-	hsa_circ_04550
chr11	113723222	113725057	-	hsa_circ_32487
chr11	116627861	116629123	-	hsa_circ_19665
chr11	116633268	116636162	-	hsa_circ_10262
chr11	116734383	116744352	-	hsa_circ_05512
chr11	118422500	118423050	-	hsa_circ_0000359
chr11	118422500	118430579	-	hsa_circ_0007372
chr11	118425173	118430579	-	hsa_circ_24684
chr11	118625413	118627996	-	hsa_circ_13712
chr11	118625413	118629611	-	hsa_circ_0002294
chr11	118629482	118634015	-	hsa_circ_09828
chr11	118635916	118639060	-	hsa_circ_0008918
chr11	118656760	118657227	-	hsa_circ_24704
chr11	122953792	122955421	-	hsa_circ_02095
chr11	124517260	124518071	-	hsa_circ_26295
chr11	128350085	128360471	-	hsa_circ_0002083
chr11	128354717	128360471	-	hsa_circ_0004296
chr11	128910822	128936763	-	hsa_circ_22447
chr11	128963515	128994789	-	hsa_circ_23952
chr11	128993340	128994789	-	hsa_circ_06123
chr11	128932174	129034322	-	hsa_circ_22473
chr11	128963515	129034322	-	hsa_circ_06319
chr11	128993340	129034322	-	hsa_circ_09094
chr11	130130750	130131824	-	hsa_circ_02017
chr11	134054531	134055421	-	hsa_circ_15823
chr11	238997	244761	+	hsa_circ_30235
chr11	581491	582081	+	hsa_circ_19536
chr11	581491	587464	+	hsa_circ_08527
chr11	596922	598502	+	hsa_circ_09297
chr11	755878	760253	+	hsa_circ_03922
chr11	992502	1000598	+	hsa_circ_20581
chr11	1000431	1003804	+	hsa_circ_20030
chr11	4123222	4127453	+	hsa_circ_0007414
chr11	4123222	4133292	+	hsa_circ_0007923
chr11	5624475	5624965	+	hsa_circ_0002969
chr11	6962801	6977013	+	hsa_circ_24450
chr11	7324269	7335172	+	hsa_circ_10400
chr11	7334625	7335172	+	hsa_circ_16690
chr11	7614362	7631653	+	hsa_circ_17895
chr11	9430032	9435958	+	hsa_circ_0003817
chr11	9441957	9442245	+	hsa_circ_0004857
chr11	9441957	9446809	+	hsa_circ_14906
chr11	9450086	9452550	+	hsa_circ_25134
chr11	9451220	9452550	+	hsa_circ_17427
chr11	9462001	9463744	+	hsa_circ_15941
chr11	9606804	9608403	+	hsa_circ_32333
chr11	12159936	12183966	+	hsa_circ_0007192
chr11	12696955	12785981	+	hsa_circ_0007058
chr11	12785725	12785981	+	hsa_circ_18480
chr11	14793482	14810788	+	hsa_circ_05725
chr11	14793482	14840755	+	hsa_circ_07159
chr11	14825489	14865572	+	hsa_circ_07397
chr11	14880588	14882912	+	hsa_circ_16987
chr11	18422383	18425358	+	hsa_circ_31600
chr11	19901414	19914140	+	hsa_circ_0006412
chr11	20101609	20104725	+	hsa_circ_0004819
chr11	20424464	20429578	+	hsa_circ_13659
chr11	22242642	22261230	+	hsa_circ_20239
chr11	28232608	28318478	+	hsa_circ_0002943
chr11	28311752	28318478	+	hsa_circ_0008239
chr11	32118689	32120074	+	hsa_circ_0007245
chr11	32610139	32610681	+	hsa_circ_15819
chr11	32610139	32611187	+	hsa_circ_13082
chr11	32611092	32617593	+	hsa_circ_0003119
chr11	32948702	32949669	+	hsa_circ_21316
chr11	32948702	32956981	+	hsa_circ_16114
chr11	33307958	33309057	+	hsa_circ_24807
chr11	33307958	33350179	+	hsa_circ_0008887
chr11	33358620	33363232	+	hsa_circ_20658
chr11	33572585	33573787	+	hsa_circ_26010
chr11	33581294	33596419	+	hsa_circ_03291
chr11	34093272	34093534	+	hsa_circ_0008227
chr11	34093272	34098189	+	hsa_circ_16808
chr11	34101174	34111003	+	hsa_circ_05032
chr11	34110941	34112225	+	hsa_circ_02454
chr11	34111725	34112225	+	hsa_circ_23790
chr11	34107610	34113603	+	hsa_circ_22969
chr11	34110941	34113603	+	hsa_circ_0002280
chr11	34111725	34113603	+	hsa_circ_23876
chr11	34155865	34156838	+	hsa_circ_08017
chr11	34969052	34991833	+	hsa_circ_0006254
chr11	34978930	35006275	+	hsa_circ_01912
chr11	34991685	35006275	+	hsa_circ_24425
chr11	34978930	35013926	+	hsa_circ_30170
chr11	35226058	35229753	+	hsa_circ_0008335
chr11	35226058	35231601	+	hsa_circ_0005413
chr11	35226058	35232996	+	hsa_circ_0005345
chr11	36103202	36120011	+	hsa_circ_23878
chr11	36248634	36248980	+	hsa_circ_08194
chr11	36631630	36657667	+	hsa_circ_13466
chr11	36631630	36669705	+	hsa_circ_11938
chr11	43421437	43429127	+	hsa_circ_26584
chr11	43425547	43429127	+	hsa_circ_20190
chr11	44129232	44135851	+	hsa_circ_10590
chr11	44129232	44151688	+	hsa_circ_0008830
chr11	44129232	44193292	+	hsa_circ_29177
chr11	45880281	45882583	+	hsa_circ_09178
chr11	45883610	45893784	+	hsa_circ_00790
chr11	46332582	46334470	+	hsa_circ_0003668
chr11	46333875	46334470	+	hsa_circ_0007719
chr11	47237886	47238600	+	hsa_circ_10399
chr11	47603639	47604020	+	hsa_circ_20347
chr11	57460082	57464345	+	hsa_circ_30119
chr11	57563048	57569668	+	hsa_circ_05980
chr11	60687157	60688460	+	hsa_circ_24713
chr11	61131723	61133688	+	hsa_circ_20357
chr11	61133516	61133688	+	hsa_circ_0005130
chr11	61133516	61135470	+	hsa_circ_04334
chr11	61205096	61205585	+	hsa_circ_32431
chr11	62549365	62550297	+	hsa_circ_18908
chr11	62650379	62653080	+	hsa_circ_06033
chr11	63585276	63586474	+	hsa_circ_28574
chr11	65061623	65063461	+	hsa_circ_0004291
chr11	65977832	65978730	+	hsa_circ_0008248
chr11	66006274	66006748	+	hsa_circ_27053
chr11	66254010	66255478	+	hsa_circ_05791
chr11	66281876	66287219	+	hsa_circ_30091
chr11	66407170	66407594	+	hsa_circ_22511
chr11	66410920	66411611	+	hsa_circ_16939
chr11	66583523	66595835	+	hsa_circ_0005793
chr11	66589113	66595835	+	hsa_circ_25024
chr11	66982810	66983420	+	hsa_circ_32086
chr11	68115314	68125315	+	hsa_circ_20957
chr11	68125117	68157520	+	hsa_circ_14963
chr11	68272612	68287119	+	hsa_circ_0006277
chr11	68272612	68305359	+	hsa_circ_0004449
chr11	68318588	68331900	+	hsa_circ_14147
chr11	68334481	68343511	+	hsa_circ_0002038
chr11	68359043	68367962	+	hsa_circ_0001968
chr11	68363564	68370960	+	hsa_circ_29651
chr11	68367808	68370960	+	hsa_circ_0007464
chr11	68369330	68370960	+	hsa_circ_27154
chr11	70178065	70185412	+	hsa_circ_23895
chr11	70200406	70202360	+	hsa_circ_15074
chr11	70200406	70208594	+	hsa_circ_0003429
chr11	70218320	70224301	+	hsa_circ_0006538
chr11	70251370	70253697	+	hsa_circ_0003376
chr11	70251370	70260758	+	hsa_circ_0007546
chr11	70269045	70277386	+	hsa_circ_15796
chr11	71671795	71693961	+	hsa_circ_0008989
chr11	71693806	71701763	+	hsa_circ_30851
chr11	73620443	73630077	+	hsa_circ_24024
chr11	74500670	74528759	+	hsa_circ_03568
chr11	74521228	74528759	+	hsa_circ_07858
chr11	76162901	76175124	+	hsa_circ_19818
chr11	76162901	76183884	+	hsa_circ_0008467
chr11	76174864	76183884	+	hsa_circ_05529
chr11	76207258	76239510	+	hsa_circ_26178
chr11	76224429	76239510	+	hsa_circ_18180
chr11	76670022	76709865	+	hsa_circ_07630
chr11	82917099	82922472	+	hsa_circ_0003661
chr11	85961337	85963282	+	hsa_circ_0008999
chr11	85961337	85967554	+	hsa_circ_0007455
chr11	86778735	86802437	+	hsa_circ_17807
chr11	87016977	87029277	+	hsa_circ_30128
chr11	92085261	92088570	+	hsa_circ_23679
chr11	93480462	93493024	+	hsa_circ_00534
chr11	93521166	93527201	+	hsa_circ_09685
chr11	93523739	93527201	+	hsa_circ_23900
chr11	94532555	94533477	+	hsa_circ_31386
chr11	94528176	94533477	+	hsa_circ_26208
chr11	94528176	94564707	+	hsa_circ_24895
chr11	94554695	94564707	+	hsa_circ_0008648
chr11	95546095	95552068	+	hsa_circ_23262
chr11	102056748	102076805	+	hsa_circ_0002320
chr11	102056748	102080295	+	hsa_circ_0004140
chr11	102076623	102080295	+	hsa_circ_0006286
chr11	102076623	102094483	+	hsa_circ_0005990
chr11	102076623	102098312	+	hsa_circ_0008074
chr11	102233626	102239279	+	hsa_circ_0004103
chr11	103092758	103093815	+	hsa_circ_0006510
chr11	103151076	103158334	+	hsa_circ_0006960
chr11	103173821	103187349	+	hsa_circ_09890
chr11	103173821	103194718	+	hsa_circ_16402
chr11	103182606	103194718	+	hsa_circ_0006921
chr11	107916996	107925682	+	hsa_circ_24298
chr11	107965117	107966418	+	hsa_circ_16868
chr11	108002633	108005043	+	hsa_circ_0007512
chr11	108098321	108106561	+	hsa_circ_12999
chr11	108106396	108119829	+	hsa_circ_27713
chr11	108137897	108138069	+	hsa_circ_21040
chr11	108137897	108139336	+	hsa_circ_16748
chr11	108172374	108175579	+	hsa_circ_0005583
chr11	108186549	108188248	+	hsa_circ_00940
chr11	108198371	108202764	+	hsa_circ_0005612
chr11	110007387	110008139	+	hsa_circ_11254
chr11	110007387	110030215	+	hsa_circ_0003541
chr11	111907996	111910121	+	hsa_circ_06583
chr11	111907996	111914257	+	hsa_circ_31817
chr11	111907996	111915954	+	hsa_circ_24764
chr11	117023156	117031977	+	hsa_circ_20020
chr11	117023156	117034608	+	hsa_circ_05753
chr11	117030649	117034608	+	hsa_circ_11650
chr11	117052131	117053522	+	hsa_circ_29123
chr11	117150623	117150975	+	hsa_circ_0002743
chr11	118339489	118345030	+	hsa_circ_22546
chr11	118352429	118353210	+	hsa_circ_21532
chr11	118368650	118370135	+	hsa_circ_19952
chr11	118379850	118382740	+	hsa_circ_19363
chr11	118451960	118455359	+	hsa_circ_01104
chr11	118453893	118455359	+	hsa_circ_31100
chr11	118454523	118455359	+	hsa_circ_24154
chr11	118940943	118944661	+	hsa_circ_0009166
chr11	118943907	118944661	+	hsa_circ_07726
chr11	118997644	118997835	+	hsa_circ_03257
chr11	119002244	119003929	+	hsa_circ_13785
chr11	119103157	119103405	+	hsa_circ_28554
chr11	119142444	119145663	+	hsa_circ_07624
chr11	119144577	119145663	+	hsa_circ_13775
chr11	119155678	119156276	+	hsa_circ_21213
chr11	119144577	119156276	+	hsa_circ_31094
chr11	119146706	119168191	+	hsa_circ_00137
chr11	120310837	120316173	+	hsa_circ_12059
chr11	120328429	120343836	+	hsa_circ_30628
chr11	120343758	120348235	+	hsa_circ_12870
chr11	120345268	120348235	+	hsa_circ_22027
chr11	120346048	120348235	+	hsa_circ_00069
chr11	120347369	120348235	+	hsa_circ_24109
chr11	120916382	120918376	+	hsa_circ_07434
chr11	120916382	120924441	+	hsa_circ_13769
chr11	120916382	120926017	+	hsa_circ_07747
chr11	120916382	120930794	+	hsa_circ_28834
chr11	122646926	122647918	+	hsa_circ_14890
chr11	122646926	122660016	+	hsa_circ_20055
chr11	122665409	122669742	+	hsa_circ_00512
chr11	123464789	123465546	+	hsa_circ_0006239
chr11	123464789	123466745	+	hsa_circ_0004798
chr11	123988203	123989796	+	hsa_circ_10241
chr11	125466953	125478184	+	hsa_circ_05581
chr11	125499126	125503246	+	hsa_circ_0002332
chr11	126142863	126143349	+	hsa_circ_26886
chr11	126275990	126279306	+	hsa_circ_27828
chr11	128628009	128638167	+	hsa_circ_28734
chr11	128628009	128642880	+	hsa_circ_32550
chr11	128638012	128642880	+	hsa_circ_16804
chr11	128628009	128651918	+	hsa_circ_0000370
chr11	129979323	129980556	+	hsa_circ_08682
chr12	459786	461490	-	hsa_circ_15827
chr12	459786	463400	-	hsa_circ_05713
chr12	1034615	1039310	-	hsa_circ_30899
chr12	4626226	4628046	-	hsa_circ_0008684
chr12	6657590	6657991	-	hsa_circ_0000375
chr12	6859013	6859932	-	hsa_circ_0007845
chr12	7090165	7092700	-	hsa_circ_10844
chr12	9096000	9096506	-	hsa_circ_13898
chr12	11126253	11199787	-	hsa_circ_0007481
chr12	12332743	12340053	-	hsa_circ_11964
chr12	12332743	12356334	-	hsa_circ_19928
chr12	12397195	12397589	-	hsa_circ_27018
chr12	12672795	12674397	-	hsa_circ_16547
chr12	22635490	22659753	-	hsa_circ_07758
chr12	22643056	22659753	-	hsa_circ_0008769
chr12	22646156	22659753	-	hsa_circ_01252
chr12	24366276	24430246	-	hsa_circ_21715
chr12	24982756	24989530	-	hsa_circ_22461
chr12	24985656	24989530	-	hsa_circ_25430
chr12	24982756	24995158	-	hsa_circ_0002885
chr12	24982756	25002883	-	hsa_circ_24254
chr12	25031463	25047409	-	hsa_circ_11920
chr12	26834806	26869175	-	hsa_circ_25327
chr12	26848538	26869175	-	hsa_circ_04953
chr12	27075548	27081838	-	hsa_circ_21400
chr12	27143382	27152609	-	hsa_circ_13343
chr12	27149674	27152609	-	hsa_circ_19359
chr12	30818153	30819185	-	hsa_circ_24044
chr12	31545200	31545630	-	hsa_circ_15383
chr12	31566369	31576609	-	hsa_circ_07651
chr12	31595708	31600703	-	hsa_circ_0008445
chr12	31595708	31613315	-	hsa_circ_0008064
chr12	31648743	31652605	-	hsa_circ_0007680
chr12	31841940	31854941	-	hsa_circ_08518
chr12	31841940	31862359	-	hsa_circ_0002110
chr12	40258563	40265763	-	hsa_circ_11960
chr12	40422102	40442012	-	hsa_circ_16505
chr12	42604156	42604482	-	hsa_circ_0000392
chr12	45097508	45108524	-	hsa_circ_07513
chr12	46622935	46637097	-	hsa_circ_03036
chr12	46633461	46637097	-	hsa_circ_29114
chr12	48465449	48468576	-	hsa_circ_0007838
chr12	48477373	48491907	-	hsa_circ_07378
chr12	48457492	48495299	-	hsa_circ_27002
chr12	48477373	48495299	-	hsa_circ_26153
chr12	49333437	49334971	-	hsa_circ_03360
chr12	50055748	50062337	-	hsa_circ_15135
chr12	50059614	50062337	-	hsa_circ_0006802
chr12	50384466	50386438	-	hsa_circ_0006143
chr12	50385780	50386438	-	hsa_circ_0009035
chr12	50398017	50400419	-	hsa_circ_07522
chr12	51384577	51386712	-	hsa_circ_0003202
chr12	51398570	51404549	-	hsa_circ_12913
chr12	51402258	51404549	-	hsa_circ_02656
chr12	51467605	51467865	-	hsa_circ_28948
chr12	54062931	54063732	-	hsa_circ_0004614
chr12	56182858	56197512	-	hsa_circ_0002737
chr12	56742312	56743420	-	hsa_circ_19335
chr12	56824664	56826308	-	hsa_circ_29383
chr12	56871443	56872046	-	hsa_circ_21280
chr12	56997142	56999111	-	hsa_circ_19854
chr12	57065532	57066849	-	hsa_circ_0008137
chr12	57140564	57144979	-	hsa_circ_30444
chr12	57463016	57466695	-	hsa_circ_31131
chr12	57674140	57677839	-	hsa_circ_27648
chr12	57927735	57928235	-	hsa_circ_0006104
chr12	57928838	57929628	-	hsa_circ_21623
chr12	58142964	58143287	-	hsa_circ_0006606
chr12	64011083	64041145	-	hsa_circ_10236
chr12	64038182	64041145	-	hsa_circ_16745
chr12	66923610	66935730	-	hsa_circ_03718
chr12	66923610	66990707	-	hsa_circ_15657
chr12	72020039	72022817	-	hsa_circ_04092
chr12	76461150	76468019	-	hsa_circ_0002366
chr12	80214553	80215970	-	hsa_circ_28753
chr12	88898935	88939642	-	hsa_circ_0002375
chr12	88910110	88939642	-	hsa_circ_0002329
chr12	88926217	88939642	-	hsa_circ_0002803
chr12	89860546	89866052	-	hsa_circ_24569
chr12	90003713	90005149	-	hsa_circ_0005290
chr12	95434251	95443009	-	hsa_circ_0007431
chr12	95451328	95451654	-	hsa_circ_0008405
chr12	95602618	95605043	-	hsa_circ_12465
chr12	96076482	96077487	-	hsa_circ_0006419
chr12	96104218	96131922	-	hsa_circ_0007199
chr12	96692646	96694138	-	hsa_circ_0007881
chr12	96717725	96728643	-	hsa_circ_15086
chr12	99166819	99194903	-	hsa_circ_32012
chr12	99166819	99225914	-	hsa_circ_29348
chr12	99192711	99225914	-	hsa_circ_29386
chr12	100166699	100175875	-	hsa_circ_04431
chr12	100166699	100200478	-	hsa_circ_06838
chr12	102179789	102183835	-	hsa_circ_0004925
chr12	102419751	102439897	-	hsa_circ_21408
chr12	102433645	102439897	-	hsa_circ_09955
chr12	104517003	104522295	-	hsa_circ_15685
chr12	105255068	105289123	-	hsa_circ_20112
chr12	105321750	105322472	-	hsa_circ_23119
chr12	105597480	105605095	-	hsa_circ_02050
chr12	107393328	107393860	-	hsa_circ_15987
chr12	108136973	108140201	-	hsa_circ_27739
chr12	108938914	108942990	-	hsa_circ_29760
chr12	109046047	109048186	-	hsa_circ_01619
chr12	109046047	109051199	-	hsa_circ_0008092
chr12	109052513	109055934	-	hsa_circ_32511
chr12	109046047	109055934	-	hsa_circ_17344
chr12	109046047	109095099	-	hsa_circ_0002678
chr12	109072047	109095099	-	hsa_circ_0008081
chr12	109094899	109095099	-	hsa_circ_0007830
chr12	109186061	109186605	-	hsa_circ_0002957
chr12	109212024	109217137	-	hsa_circ_22102
chr12	110376184	110377052	-	hsa_circ_10513
chr12	110418756	110421499	-	hsa_circ_0008715
chr12	110426767	110429565	-	hsa_circ_32591
chr12	110819556	110834257	-	hsa_circ_00680
chr12	110826316	110834257	-	hsa_circ_17069
chr12	110893390	110895439	-	hsa_circ_24710
chr12	111923074	111924628	-	hsa_circ_0002273
chr12	111923074	111926584	-	hsa_circ_21189
chr12	111947352	111948386	-	hsa_circ_18636
chr12	111951160	111957880	-	hsa_circ_22682
chr12	111958685	111963120	-	hsa_circ_0007628
chr12	111962995	111990781	-	hsa_circ_0003197
chr12	111990083	111990781	-	hsa_circ_04129
chr12	111990083	111993723	-	hsa_circ_0002457
chr12	111991961	111993723	-	hsa_circ_09721
chr12	112096539	112097149	-	hsa_circ_0007885
chr12	112096539	112098479	-	hsa_circ_0007776
chr12	112096539	112117144	-	hsa_circ_00227
chr12	112116954	112121111	-	hsa_circ_16351
chr12	112371689	112376014	-	hsa_circ_13999
chr12	112370389	112381173	-	hsa_circ_12180
chr12	112371689	112381173	-	hsa_circ_0004206
chr12	112371689	112429693	-	hsa_circ_0002936
chr12	112641439	112642427	-	hsa_circ_30008
chr12	112654095	112666615	-	hsa_circ_22569
chr12	112667501	112669519	-	hsa_circ_25682
chr12	112676855	112677831	-	hsa_circ_30946
chr12	112757028	112757546	-	hsa_circ_07132
chr12	114823280	114841741	-	hsa_circ_0003176
chr12	116434280	116435035	-	hsa_circ_16150
chr12	116534473	116549317	-	hsa_circ_18334
chr12	116675272	116675510	-	hsa_circ_11899
chr12	118474142	118476193	-	hsa_circ_0007681
chr12	118619175	118619412	-	hsa_circ_07952
chr12	120260623	120272032	-	hsa_circ_0002645
chr12	120592773	120593523	-	hsa_circ_17400
chr12	120612964	120614020	-	hsa_circ_27842
chr12	120621371	120622690	-	hsa_circ_29634
chr12	120651644	120652020	-	hsa_circ_0002442
chr12	120941772	120947926	-	hsa_circ_32485
chr12	120947819	120960166	-	hsa_circ_17371
chr12	121220457	121222396	-	hsa_circ_04060
chr12	121220457	121229360	-	hsa_circ_0004479
chr12	121220457	121248689	-	hsa_circ_0002179
chr12	121706440	121708748	-	hsa_circ_0004756
chr12	121970710	121972495	-	hsa_circ_27823
chr12	122218777	122219098	-	hsa_circ_10391
chr12	122745807	122748746	-	hsa_circ_09724
chr12	122837272	122839859	-	hsa_circ_30263
chr12	122861935	122865105	-	hsa_circ_0005465
chr12	122962387	122962839	-	hsa_circ_09856
chr12	123416738	123419978	-	hsa_circ_08882
chr12	123651201	123665757	-	hsa_circ_26576
chr12	123678932	123682881	-	hsa_circ_15762
chr12	123798166	123800207	-	hsa_circ_0005310
chr12	123829804	123834988	-	hsa_circ_18683
chr12	123832575	123834988	-	hsa_circ_31695
chr12	123983090	123984083	-	hsa_circ_0007552
chr12	124856567	124862930	-	hsa_circ_0002783
chr12	124911167	124922542	-	hsa_circ_02420
chr12	124904502	124934413	-	hsa_circ_13987
chr12	124922475	124941708	-	hsa_circ_0007479
chr12	124934360	124979914	-	hsa_circ_29313
chr12	129283803	129299615	-	hsa_circ_06186
chr12	129293332	129299615	-	hsa_circ_19859
chr12	129299319	129299615	-	hsa_circ_19009
chr12	130184354	130185243	-	hsa_circ_07301
chr12	133233721	133236095	-	hsa_circ_0002581
chr12	133310970	133312098	-	hsa_circ_21945
chr12	133324417	133324917	-	hsa_circ_0006077
chr12	133324417	133331719	-	hsa_circ_02390
chr12	133357383	133360893	-	hsa_circ_0007438
chr12	133383762	133398897	-	hsa_circ_0002071
chr12	133420612	133425310	-	hsa_circ_21591
chr12	922807	939326	+	hsa_circ_0007892
chr12	1003727	1006847	+	hsa_circ_26062
chr12	1136913	1137738	+	hsa_circ_22854
chr12	1213915	1225199	+	hsa_circ_0004657
chr12	1399017	1399178	+	hsa_circ_11457
chr12	1399017	1481143	+	hsa_circ_16935
chr12	1480998	1553916	+	hsa_circ_0006747
chr12	1887019	1893239	+	hsa_circ_22148
chr12	2224389	2229596	+	hsa_circ_30511
chr12	2595269	2622150	+	hsa_circ_30260
chr12	2929251	2930958	+	hsa_circ_06308
chr12	2931959	2933418	+	hsa_circ_08499
chr12	3029928	3031568	+	hsa_circ_0007584
chr12	3103903	3131183	+	hsa_circ_0007035
chr12	4848328	4855424	+	hsa_circ_21993
chr12	6630963	6631203	+	hsa_circ_0007899
chr12	6978421	6978554	+	hsa_circ_0003835
chr12	8866406	8866637	+	hsa_circ_19896
chr12	8866406	8906689	+	hsa_circ_13851
chr12	11992073	12006495	+	hsa_circ_31504
chr12	12022357	12022903	+	hsa_circ_31112
chr12	12788710	12788908	+	hsa_circ_13762
chr12	14576842	14591201	+	hsa_circ_31706
chr12	19406873	19410471	+	hsa_circ_0006657
chr12	19406873	19413955	+	hsa_circ_0006611
chr12	19406873	19418784	+	hsa_circ_02298
chr12	19436213	19436679	+	hsa_circ_0003844
chr12	19496256	19501453	+	hsa_circ_25456
chr12	19615443	19626289	+	hsa_circ_21263
chr12	19626181	19646920	+	hsa_circ_21969
chr12	19626181	19653155	+	hsa_circ_04600
chr12	19615443	19653155	+	hsa_circ_0006128
chr12	19615443	19667718	+	hsa_circ_29933
chr12	22796696	22826594	+	hsa_circ_0008664
chr12	22811947	22826594	+	hsa_circ_10541
chr12	27521194	27523163	+	hsa_circ_09206
chr12	27521194	27533337	+	hsa_circ_27598
chr12	27786294	27788048	+	hsa_circ_0002357
chr12	27867712	27877119	+	hsa_circ_16464
chr12	27867712	27890541	+	hsa_circ_0009017
chr12	28378727	28412375	+	hsa_circ_0000386
chr12	28458581	28460682	+	hsa_circ_00886
chr12	28458581	28544344	+	hsa_circ_03835
chr12	29446232	29474857	+	hsa_circ_29243
chr12	32729199	32764217	+	hsa_circ_02661
chr12	32751430	32764217	+	hsa_circ_21030
chr12	32760890	32764217	+	hsa_circ_25462
chr12	32861086	32866305	+	hsa_circ_0008040
chr12	32861086	32871697	+	hsa_circ_00201
chr12	32871576	32875567	+	hsa_circ_25455
chr12	42748962	42781337	+	hsa_circ_29471
chr12	42745686	42792796	+	hsa_circ_05129
chr12	42748962	42792796	+	hsa_circ_06349
chr12	42768664	42792796	+	hsa_circ_10672
chr12	45771835	45784281	+	hsa_circ_0005192
chr12	46205200	46215270	+	hsa_circ_0006018
chr12	46230371	46233279	+	hsa_circ_13578
chr12	46230371	46254732	+	hsa_circ_16249
chr12	46285562	46287504	+	hsa_circ_28081
chr12	49888523	49893988	+	hsa_circ_0006238
chr12	50488219	50490755	+	hsa_circ_23341
chr12	50821544	50822873	+	hsa_circ_0003873
chr12	50821544	50824353	+	hsa_circ_0003664
chr12	50824277	50829407	+	hsa_circ_05407
chr12	50824277	50835426	+	hsa_circ_0003248
chr12	50848096	50855130	+	hsa_circ_0003222
chr12	50854917	50867950	+	hsa_circ_0003709
chr12	51089049	51090958	+	hsa_circ_0004548
chr12	51076920	51090958	+	hsa_circ_29864
chr12	51080355	51092985	+	hsa_circ_08536
chr12	51173922	51189792	+	hsa_circ_0007241
chr12	51447594	51450285	+	hsa_circ_21511
chr12	51449617	51450285	+	hsa_circ_13842
chr12	51442816	51450285	+	hsa_circ_14863
chr12	51442816	51451911	+	hsa_circ_0006668
chr12	52139686	52145377	+	hsa_circ_0006763
chr12	52380601	52385777	+	hsa_circ_28740
chr12	53410256	53413810	+	hsa_circ_0004972
chr12	53410256	53416411	+	hsa_circ_07889
chr12	53415589	53421972	+	hsa_circ_0008879
chr12	53421565	53421972	+	hsa_circ_19734
chr12	53431192	53432195	+	hsa_circ_0005475
chr12	53670403	53671011	+	hsa_circ_15045
chr12	53670403	53671744	+	hsa_circ_0008229
chr12	56527200	56528212	+	hsa_circ_0007826
chr12	56956200	56965639	+	hsa_circ_01618
chr12	57570823	57571374	+	hsa_circ_03369
chr12	57861115	57862007	+	hsa_circ_21706
chr12	57891939	57892406	+	hsa_circ_01737
chr12	58090057	58109753	+	hsa_circ_24663
